x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.25736963748931885,0.6665912866592407,5.007407821722154e-08,0.31448230147361755,0.6387728452682495,-0.006742408033460379,0.3485715985298157,0.6022273302078247,-0.024483075365424156,0.3705730438232422,0.5785292983055115,-0.04610031843185425,0.3857688903808594,0.571135938167572,-0.06760445982217789,0.3247882127761841,0.4815406799316406,-0.03318413347005844,0.34655430912971497,0.4111607074737549,-0.06018217280507088,0.3565234839916229,0.362650990486145,-0.07781481742858887,0.35941100120544434,0.31781935691833496,-0.09111741930246353,0.2904033958911896,0.48199430108070374,-0.046877626329660416,0.34316110610961914,0.5006718635559082,-0.08304962515830994,0.35655054450035095,0.5601526498794556,-0.09021300822496414,0.35015013813972473,0.5898181200027466,-0.09049680083990097,0.264024555683136,0.5066307783126831,-0.06040147319436073,0.3192008137702942,0.5385146141052246,-0.08963984996080399,0.32860034704208374,0.5906861424446106,-0.07843527942895889,0.32055002450942993,0.613608717918396,-0.06626414507627487,0.24556106328964233,0.5432830452919006,-0.07559803128242493,0.29209810495376587,0.5651793479919434,-0.0913388803601265,0.30396777391433716,0.5995851159095764,-0.0801883265376091,0.29899466037750244,0.6167358160018921,-0.06883428245782852,1
0.24749703705310822,0.6584560871124268,6.153470053504861e-07,0.29872313141822815,0.6368107795715332,-0.02010069414973259,0.3349165916442871,0.6028202176094055,-0.03915068134665489,0.35284942388534546,0.5803205370903015,-0.06050116941332817,0.33597028255462646,0.577754020690918,-0.07912679761648178,0.3279307186603546,0.4779183566570282,-0.03091013804078102,0.3525755703449249,0.4030624032020569,-0.0580889992415905,0.36375170946121216,0.3559633493423462,-0.07316919416189194,0.3703492283821106,0.3116341531276703,-0.08180584013462067,0.2884388267993927,0.47232145071029663,-0.04198679327964783,0.3031688928604126,0.3899977207183838,-0.07808379828929901,0.3137299418449402,0.33211997151374817,-0.09675874561071396,0.31806591153144836,0.2800254821777344,-0.103669174015522,0.25287318229675293,0.4910339117050171,-0.05448175594210625,0.29516491293907166,0.5032702684402466,-0.09677387773990631,0.3133307695388794,0.5610421299934387,-0.10163697600364685,0.3161775767803192,0.5977890491485596,-0.0913255363702774,0.2280234396457672,0.5274391770362854,-0.06888696551322937,0.27059322595596313,0.545113742351532,-0.09355823695659637,0.2926272749900818,0.5833051800727844,-0.09061729907989502,0.29907727241516113,0.6083475947380066,-0.08075564354658127,2
0.2433399111032486,0.6464591026306152,6.329781854219618e-07,0.2881401777267456,0.6292871832847595,-0.022011592984199524,0.3264661729335785,0.5954344272613525,-0.03743820637464523,0.3336104452610016,0.5710339546203613,-0.05123474821448326,0.3099171817302704,0.5521606206893921,-0.06753139197826385,0.316336989402771,0.4685914218425751,-0.03384282812476158,0.3444788157939911,0.39801663160324097,-0.05247773602604866,0.360265851020813,0.3513623774051666,-0.06709863245487213,0.3693591356277466,0.3073948621749878,-0.07770463824272156,0.28489646315574646,0.46301424503326416,-0.0418904647231102,0.3075527548789978,0.3767457902431488,-0.05804407596588135,0.3187311887741089,0.3186957836151123,-0.07580332458019257,0.32428550720214844,0.26857468485832214,-0.08872878551483154,0.25169122219085693,0.4811343848705292,-0.05105052515864372,0.2651573121547699,0.4159790873527527,-0.07575790584087372,0.27866506576538086,0.3633112907409668,-0.09975834935903549,0.28794240951538086,0.31790098547935486,-0.11683215945959091,0.21911218762397766,0.5169489979743958,-0.06091025099158287,0.2527830898761749,0.5076556205749512,-0.0862107053399086,0.27416256070137024,0.5374011993408203,-0.09454271197319031,0.2865852415561676,0.5679035782814026,-0.09946309030056,3
0.1768348515033722,0.6171368360519409,7.155622228083303e-08,0.2353341281414032,0.5964577198028564,-0.014688118360936642,0.2853788733482361,0.559372067451477,-0.034800898283720016,0.3139299154281616,0.5322467088699341,-0.05814655125141144,0.2960103452205658,0.5294615030288696,-0.08148002624511719,0.2834016978740692,0.40617847442626953,-0.03134147450327873,0.3229590654373169,0.34258174896240234,-0.06055517494678497,0.34244847297668457,0.29265978932380676,-0.07922784984111786,0.35611873865127563,0.24655267596244812,-0.09379563480615616,0.23852813243865967,0.38576796650886536,-0.04374060779809952,0.2795809209346771,0.42205095291137695,-0.08547371625900269,0.2783673405647278,0.5001040697097778,-0.09343073517084122,0.26893293857574463,0.5344158411026001,-0.09216176718473434,0.19633984565734863,0.39927446842193604,-0.057562947273254395,0.23938286304473877,0.45114994049072266,-0.09156229346990585,0.23787279427051544,0.5140491127967834,-0.0816902220249176,0.22616958618164062,0.5326502323150635,-0.06911271065473557,0.16164502501487732,0.43172627687454224,-0.07406314462423325,0.19999302923679352,0.4823368191719055,-0.09253381192684174,0.20413537323474884,0.5239135026931763,-0.08405664563179016,0.19542600214481354,0.5304413437843323,-0.0741080790758133,1
0.3289317488670349,0.6159818768501282,6.605294800010597e-08,0.3663604259490967,0.5654475688934326,-0.019952518865466118,0.39131414890289307,0.5106555819511414,-0.04604105278849602,0.405763179063797,0.4751928746700287,-0.07516619563102722,0.3909060060977936,0.48390403389930725,-0.10382942110300064,0.3286234736442566,0.396441251039505,-0.043281011283397675,0.30477988719940186,0.31572043895721436,-0.07730766385793686,0.2843751311302185,0.2625710964202881,-0.09755368530750275,0.261696994304657,0.2207893580198288,-0.11190368235111237,0.2901490032672882,0.41756439208984375,-0.05371351167559624,0.33233749866485596,0.41639262437820435,-0.0983969196677208,0.3631547689437866,0.47582516074180603,-0.10568910837173462,0.36540937423706055,0.5012854337692261,-0.1037072166800499,0.26503992080688477,0.4574498236179352,-0.06589558720588684,0.3151234984397888,0.467325359582901,-0.10333030670881271,0.343795508146286,0.5142624974250793,-0.09208095073699951,0.3444986939430237,0.5343484878540039,-0.07784315198659897,0.25073325634002686,0.5039200186729431,-0.08112609386444092,0.2969192564487457,0.5160492062568665,-0.10189779847860336,0.3202202618122101,0.5422965884208679,-0.09243781864643097,0.32015863060951233,0.5527637600898743,-0.08126216381788254,1
0.30376672744750977,0.597954511642456,4.382722451623522e-08,0.3506743609905243,0.5569357872009277,-0.016250157728791237,0.38661542534828186,0.507641613483429,-0.03825174272060394,0.40619051456451416,0.472714900970459,-0.06362318992614746,0.38935598731040955,0.4729984402656555,-0.08878728002309799,0.34519028663635254,0.3735273480415344,-0.03632071986794472,0.35305917263031006,0.2880971133708954,-0.06655482202768326,0.3529677093029022,0.23098786175251007,-0.08515702933073044,0.34883052110671997,0.18038088083267212,-0.09925283491611481,0.3029100000858307,0.37715867161750793,-0.04774821549654007,0.3443699777126312,0.39142683148384094,-0.09071168303489685,0.3606623411178589,0.4629846215248108,-0.09887216240167618,0.3582168221473694,0.495902955532074,-0.09805963188409805,0.2696225047111511,0.40560296177864075,-0.060502681881189346,0.3185020685195923,0.4301411211490631,-0.09609008580446243,0.33239105343818665,0.48981013894081116,-0.08520291745662689,0.326250284910202,0.5139719247817993,-0.07185502350330353,0.24547940492630005,0.44581517577171326,-0.07602683454751968,0.29137107729911804,0.4712238609790802,-0.095969557762146,0.3062903583049774,0.5084394812583923,-0.08707009255886078,0.3019050359725952,0.5205602049827576,-0.07663421332836151,1
0.14587140083312988,0.43863481283187866,1.4714140661453712e-07,0.19399920105934143,0.46636828780174255,-0.022570503875613213,0.25377339124679565,0.4788103401660919,-0.0438377782702446,0.2957842946052551,0.4730933904647827,-0.06676577776670456,0.2896622121334076,0.43609821796417236,-0.08882569521665573,0.311423659324646,0.3742947280406952,-0.030770890414714813,0.37582218647003174,0.3421209752559662,-0.06233172118663788,0.41728484630584717,0.3189592957496643,-0.07937146723270416,0.4484424591064453,0.29154127836227417,-0.0911732167005539,0.28501763939857483,0.32887306809425354,-0.03937864303588867,0.32168030738830566,0.34937500953674316,-0.08923185616731644,0.278257817029953,0.4119788110256195,-0.0979367047548294,0.25142553448677063,0.4264596104621887,-0.09256239235401154,0.2505704462528229,0.2996855080127716,-0.050552964210510254,0.2698759138584137,0.3436128497123718,-0.09601522982120514,0.23296231031417847,0.3948250412940979,-0.08522667735815048,0.2138054519891739,0.39280393719673157,-0.06711170077323914,0.2118450552225113,0.28082650899887085,-0.06412896513938904,0.22520992159843445,0.3315802216529846,-0.09027708321809769,0.20532122254371643,0.36952078342437744,-0.08036307990550995,0.19309844076633453,0.3609994649887085,-0.06690715253353119,1
0.15766291320323944,0.40148696303367615,1.3651900587774435e-07,0.2002839744091034,0.44757431745529175,-0.021402457728981972,0.24861927330493927,0.4815109968185425,-0.04354958236217499,0.29001879692077637,0.5008004903793335,-0.06787730753421783,0.30900073051452637,0.4735507667064667,-0.09129336476325989,0.33086392283439636,0.4081122577190399,-0.0281214639544487,0.396381139755249,0.4137715995311737,-0.058632541447877884,0.44073396921157837,0.41331344842910767,-0.07607589662075043,0.47668319940567017,0.4035576581954956,-0.08803617209196091,0.319429874420166,0.3583662211894989,-0.03714817389845848,0.34971702098846436,0.4050760865211487,-0.08233897387981415,0.2951354384422302,0.44444194436073303,-0.08972286432981491,0.26724323630332947,0.4439937472343445,-0.08459977060556412,0.29652833938598633,0.32085591554641724,-0.04887879639863968,0.30871206521987915,0.3801540732383728,-0.08933454006910324,0.2624373435974121,0.40713340044021606,-0.0773581713438034,0.2438400536775589,0.3914850652217865,-0.059989724308252335,0.2658565938472748,0.29105955362319946,-0.06314191222190857,0.2715224325656891,0.34734565019607544,-0.08705577999353409,0.24258720874786377,0.37057414650917053,-0.07618127763271332,0.2299831211566925,0.3522978723049164,-0.0624362975358963,1
0.16443806886672974,0.549378514289856,7.051139050417987e-07,0.2140946388244629,0.5504768490791321,-0.03138227015733719,0.2520532011985779,0.5243668556213379,-0.04975152015686035,0.23137600719928741,0.47668400406837463,-0.06783012300729752,0.202988401055336,0.4316391050815582,-0.08419216424226761,0.2795255184173584,0.41012507677078247,-0.03236112371087074,0.32288074493408203,0.34302347898483276,-0.060822878032922745,0.34900081157684326,0.3002374768257141,-0.07602574676275253,0.36624038219451904,0.2583811283111572,-0.08319364488124847,0.23968644440174103,0.38254228234291077,-0.03588579222559929,0.2661985158920288,0.29571983218193054,-0.07042830437421799,0.2846563756465912,0.24148492515087128,-0.08859032392501831,0.29757222533226013,0.1887706071138382,-0.0933651477098465,0.19892528653144836,0.3802165985107422,-0.042657122015953064,0.20603744685649872,0.3940485417842865,-0.09005934000015259,0.2059432864189148,0.4558740258216858,-0.10152384638786316,0.20460845530033112,0.4895751476287842,-0.0935145765542984,0.1601686179637909,0.3934929072856903,-0.05124087259173393,0.1714964061975479,0.42986589670181274,-0.0849873498082161,0.18095026910305023,0.4833957850933075,-0.08758591115474701,0.1888946294784546,0.5134372115135193,-0.07925102114677429,2
0.2527908682823181,0.553860068321228,7.117664040379168e-07,0.2931234538555145,0.5344852805137634,-0.03347514942288399,0.31432589888572693,0.5128113031387329,-0.05882129818201065,0.2877517342567444,0.5386695861816406,-0.08327912539243698,0.2527974545955658,0.563334047794342,-0.10809827595949173,0.2691876292228699,0.41349393129348755,-0.057765085250139236,0.2575426697731018,0.32939156889915466,-0.09339943528175354,0.24694505333900452,0.2779061198234558,-0.11322364956140518,0.23065941035747528,0.23388780653476715,-0.12421272695064545,0.2241937518119812,0.4259517788887024,-0.06192421913146973,0.18403467535972595,0.3651121258735657,-0.104093536734581,0.15174426138401031,0.32623136043548584,-0.12536078691482544,0.11914513260126114,0.288942813873291,-0.13246923685073853,0.19683115184307098,0.460234671831131,-0.06743989139795303,0.21349303424358368,0.5016395449638367,-0.11395825445652008,0.24383799731731415,0.5385538935661316,-0.11961419135332108,0.2577870190143585,0.5532665848731995,-0.10949245095252991,0.18373994529247284,0.5024189949035645,-0.0752277597784996,0.20923849940299988,0.5377772450447083,-0.10400719195604324,0.23635178804397583,0.5631093978881836,-0.09798360615968704,0.251748263835907,0.5749017000198364,-0.0849471390247345,2
